"date"	"ws"	"wd"	"nox"	"no2"	"o3"	"pm10"	"so2"	"co"	"pm25"
"20774"	2000-05-15 13:00:00	4.8	230	432	124	9	63	9.4175	NA	44
"20775"	2000-05-15 14:00:00	6	190	427	103	8	60	8.9075	NA	43
"20776"	2000-05-15 15:00:00	7.2	200	409	66	8	56	8.885	NA	37
"20777"	2000-05-15 16:00:00	7.32	200	379	96	7	51	8.1075	NA	37
"20778"	2000-05-15 17:00:00	6.84	200	375	103	7	46	7.9825	NA	35
"20779"	2000-05-15 18:00:00	5.88	210	247	65	7	41	5.845	NA	26
"20780"	2000-05-15 19:00:00	4.92	210	297	69	5	53	6.9125	NA	33
"20781"	2000-05-15 20:00:00	4.44	200	260	74	5	43	5.8625	NA	30
"20782"	2000-05-15 21:00:00	4.2	170	267	75	3	47	5.77	NA	36
"20783"	2000-05-15 22:00:00	3.72	160	242	70	2	44	5.9625	NA	35
"20784"	2000-05-15 23:00:00	3.36	180	221	65	3	38	6.5025	NA	28
"20785"	2000-05-16 00:00:00	3.36	220	161	58	4	32	4.2575	NA	26
"20786"	2000-05-16 01:00:00	2.4	210	130	50	9	29	3.116667	NA	22
"20787"	2000-05-16 02:00:00	2.52	190	106	43	10	25	2.466667	NA	18
"20788"	2000-05-16 03:00:00	1.56	240	105	46	13	28	2.24	NA	22
"20789"	2000-05-16 04:00:00	1.92	0	198	66	6	40	4.455	NA	30
"20790"	2000-05-16 05:00:00	2.4	210	226	71	5	51	5.695	NA	NA
"20791"	2000-05-16 06:00:00	3.48	180	279	86	4	66	7.86	NA	49
"20792"	2000-05-16 07:00:00	4.08	200	493	115	5	86	12.44	NA	63
"20793"	2000-05-16 08:00:00	4.56	200	398	104	6	79	11.3675	NA	67
"20794"	2000-05-16 09:00:00	5.28	260	274	73	7	57	8.9325	NA	41
"20795"	2000-05-16 10:00:00	5.4	230	274	73	8	53	6.4025	NA	36
"20796"	2000-05-16 11:00:00	6.6	190	430	103	7	64	9.055	NA	43
"20797"	2000-05-16 12:00:00	7.08	210	417	100	8	62	9.275	NA	44
"20798"	2000-05-16 13:00:00	8.76	200	339	84	10	71	7.91	NA	39
"20799"	2000-05-16 14:00:00	8.4	200	448	81	8	71	9.8825	NA	41
"20800"	2000-05-16 15:00:00	8.88	220	409	92	7	60	8.9825	NA	32
"20801"	2000-05-16 16:00:00	9.12	210	345	84	8	61	7.5925	NA	32
"20802"	2000-05-16 17:00:00	9.48	220	311	76	9	59	8.0075	NA	31
"20803"	2000-05-16 18:00:00	8.4	220	238	63	10	47	5.695	NA	26
"20804"	2000-05-16 19:00:00	8.28	220	306	66	7	46	7.2775	NA	27
"20805"	2000-05-16 20:00:00	7.92	210	241	62	8	41	5.8425	NA	25
"20806"	2000-05-16 21:00:00	9.12	200	210	55	12	42	4.725	NA	20
"20807"	2000-05-16 22:00:00	7.32	220	170	54	15	39	4.8175	NA	13
"20808"	2000-05-16 23:00:00	6.84	210	141	48	18	28	3.26	NA	14
"20809"	2000-05-17 00:00:00	7.44	200	83	35	26	22	1.9225	NA	9
"20810"	2000-05-17 01:00:00	7.8	210	75	32	27	24	1.913333	NA	10
"20811"	2000-05-17 02:00:00	9.84	210	64	28	27	15	1.88	NA	9
"20812"	2000-05-17 03:00:00	10.56	230	56	26	28	18	1.2175	NA	6
"20813"	2000-05-17 04:00:00	10.08	230	94	37	22	21	1.9725	NA	9
"20814"	2000-05-17 05:00:00	10.8	230	181	50	11	37	3.99	NA	NA
"20815"	2000-05-17 06:00:00	10.2	230	333	80	6	54	7.3275	NA	27
"20816"	2000-05-17 07:00:00	11.88	230	292	70	7	73	7.4	NA	30
"20817"	2000-05-17 08:00:00	10.68	240	226	62	NA	74	5.11	NA	32
"20818"	2000-05-17 09:00:00	9.84	250	418	74	NA	61	9.5925	NA	27
"20819"	2000-05-17 10:00:00	9.48	230	330	79	NA	69	8.1275	NA	37
"20820"	2000-05-17 11:00:00	10.08	240	434	118	NA	73	9.2975	3.233333	39
"20821"	2000-05-17 12:00:00	10.2	230	488	79	NA	64	11.3425	3.99	37
"20822"	2000-05-17 13:00:00	11.4	220	489	124	NA	NA	10.7075	3.8575	10
"20823"	2000-05-17 14:00:00	9.360001	240	429	90	7	60	9.1275	3.7025	43
"20824"	2000-05-17 15:00:00	9.84	220	414	95	6	37	9.5175	3.885	31
"20825"	2000-05-17 16:00:00	9.6	240	461	97	6	48	10.3425	5.06	27
"20826"	2000-05-17 17:00:00	8.76	230	379	85	6	40	9.1025	5.0325	22
"20827"	2000-05-17 18:00:00	7.56	240	406	89	6	46	9.4175	5.5025	26
"20828"	2000-05-17 19:00:00	7.92	230	314	78	8	40	7.23	4.0425	26
"20829"	2000-05-17 20:00:00	7.8	200	238	55	9	30	5.5975	3.13	19
"20830"	2000-05-17 21:00:00	7.44	210	216	52	9	33	5.305	2.5575	17
"20831"	2000-05-17 22:00:00	8.16	210	193	47	11	32	4.795	2.7625	17
"20832"	2000-05-17 23:00:00	7.68	200	168	52	14	29	3.9175	2.115	12
"20833"	2000-05-18 00:00:00	7.44	220	136	39	11	22	3.045	1.72	10
"20834"	2000-05-18 01:00:00	7.32	250	134	50	12	16	2.626667	1.46	10
"20835"	2000-05-18 02:00:00	6.36	250	82	36	16	10	1.816667	0.94	7
"20836"	2000-05-18 03:00:00	6.36	270	80	37	17	10	1.9225	0.755	7
"20837"	2000-05-18 04:00:00	4.8	260	151	51	8	18	3.455	0.6775	11
"20838"	2000-05-18 05:00:00	6	240	244	59	5	43	5.89	1.33	20
"20839"	2000-05-18 06:00:00	7.56	240	267	57	6	48	8.18	2.1925	28
"20840"	2000-05-18 07:00:00	7.2	250	210	54	9	37	9.3975	1.7975	21
"20841"	2000-05-18 08:00:00	8.28	270	253	62	9	40	9.7375	1.435	25
"20842"	2000-05-18 09:00:00	8.76	250	235	51	8	53	6.5225	1.33	26
"20843"	2000-05-18 10:00:00	8.4	260	265	53	8	53	7.1575	1.645	28
"20844"	2000-05-18 11:00:00	8.639999	250	406	93	7	62	9.375	2.3725	30
"20845"	2000-05-18 12:00:00	6.96	260	331	51	8	66	8.6425	2.61	31
"20846"	2000-05-18 13:00:00	6	310	487	94	6	57	11.345	3.025	31
"20847"	2000-05-18 14:00:00	7.92	300	469	88	6	53	15.725	3.86	39
"20848"	2000-05-18 15:00:00	6.12	240	274	62	6	42	9.3975	2.6075	27
"20849"	2000-05-18 16:00:00	4.8	280	290	57	7	35	7.11	3.1825	25
"20850"	2000-05-18 17:00:00	2.76	300	148	50	6	14	4.235	1.8525	14
"20851"	2000-05-18 18:00:00	2.4	290	102	40	8	10	3.0425	1.305	9
"20852"	2000-05-18 19:00:00	3	300	82	35	12	12	2.505	1.0175	10
"20853"	2000-05-18 20:00:00	3.6	280	215	53	5	18	5.16	2.2425	13
"20854"	2000-05-18 21:00:00	4.68	270	228	43	3	25	5.8175	2.4525	21
"20855"	2000-05-18 22:00:00	4.8	260	173	39	4	22	5.405	1.8775	15
"20856"	2000-05-18 23:00:00	5.28	250	303	51	3	30	8.08	2.4775	22
"20857"	2000-05-19 00:00:00	5.16	260	203	54	3	23	6.0875	1.3575	17
"20858"	2000-05-19 01:00:00	5.28	250	155	38	3	20	5.683333	1.213333	15
"20859"	2000-05-19 02:00:00	5.76	240	155	31	4	17	4.903333	1.146667	12
"20860"	2000-05-19 03:00:00	5.28	240	135	38	5	21	4.285	0.91	13
"20861"	2000-05-19 04:00:00	5.4	230	167	37	4	24	4.675	0.655	15
"20862"	2000-05-19 05:00:00	6	240	286	51	4	40	7.1075	1.5125	NA
"20863"	2000-05-19 06:00:00	6.84	230	392	70	5	53	9.7875	2.635	33
"20864"	2000-05-19 07:00:00	8.4	240	279	51	6	45	8.57	2.1125	32
"20865"	2000-05-19 08:00:00	7.32	270	177	55	6	30	8.425	0.94	19
"20866"	2000-05-19 09:00:00	5.64	260	121	49	12	31	4.8925	0.365	10
"20867"	2000-05-19 10:00:00	7.8	280	173	65	13	28	5.015	0.81	17
"20868"	2000-05-19 11:00:00	6.96	240	139	49	16	38	4.1125	0.7275	11
"20869"	2000-05-19 12:00:00	8.52	280	107	46	19	30	3.385	0.6525	12
"20870"	2000-05-19 13:00:00	5.4	270	101	40	20	95	2.8225	0.6525	8
"20871"	2000-05-19 14:00:00	4.08	330	90	37	22	37	2.895	0.65	12
"20872"	2000-05-19 15:00:00	4.08	290	130	42	16	34	3.92	1.0425	14
"20873"	2000-05-19 16:00:00	3.6	300	88	39	17	22	2.53	0.755	13
"20874"	2000-05-19 17:00:00	4.56	320	188	70	9	25	5.2075	2.165	22
"20875"	2000-05-19 18:00:00	3.96	280	103	42	6	20	2.87	1.51	10
"20876"	2000-05-19 19:00:00	3.24	300	115	39	6	19	2.8975	1.2275	13
"20877"	2000-05-19 20:00:00	2.4	310	98	49	6	20	3.165	1.1225	13
"20878"	2000-05-19 21:00:00	2.16	280	68	37	9	16	4.015	0.7275	11
"20879"	2000-05-19 22:00:00	2.16	310	74	23	10	15	3.825	0.7825	11
"20880"	2000-05-19 23:00:00	2.04	300	123	44	5	19	4.65	1.33	12
"20881"	2000-05-20 00:00:00	2.76	300	138	41	4	22	4.455	1.4075	15
"20882"	2000-05-20 01:00:00	2.4	0	112	39	4	22	3.893333	1.183333	13
"20883"	2000-05-20 02:00:00	2.52	250	126	40	4	19	3.7	1.216667	12
"20884"	2000-05-20 03:00:00	2.64	270	197	49	3	24	5.815	1.46	22
"20885"	2000-05-20 04:00:00	0.84	260	155	38	3	26	5.3075	1.175	16
"20886"	2000-05-20 05:00:00	0.96	260	188	44	4	36	5.9175	1.3325	NA
"20887"	2000-05-20 06:00:00	1.32	280	115	38	8	26	4.065	0.965	18
"20888"	2000-05-20 07:00:00	1.2	190	101	39	13	22	3.6025	0.86	13
"20889"	2000-05-20 08:00:00	2.16	190	144	47	12	35	4.65	1.2525	22
"20890"	2000-05-20 09:00:00	2.64	270	220	54	12	34	6.4525	1.7725	18
"20891"	2000-05-20 10:00:00	3.84	240	411	81	9	42	10.0775	4.1975	24
"20892"	2000-05-20 11:00:00	3.96	200	518	85	7	51	13.5325	5.2925	37
"20893"	2000-05-20 12:00:00	4.44	230	466	114	8	52	12.075	5.295	34
"20894"	2000-05-20 13:00:00	3.6	220	224	54	9	40	6.6675	3.1825	26
"20895"	2000-05-20 14:00:00	4.8	220	205	52	10	37	5.745	2.0075	23
"20896"	2000-05-20 15:00:00	5.64	200	188	52	12	36	5.7175	1.905	22
"20897"	2000-05-20 16:00:00	6.12	200	211	58	10	42	5.8925	2.165	21
"20898"	2000-05-20 17:00:00	6.12	210	238	58	9	44	6.7175	2.4775	20
"20899"	2000-05-20 18:00:00	5.76	190	258	65	6	49	6.6225	2.8425	21
"20900"	2000-05-20 19:00:00	5.4	200	273	71	6	37	7.18	3.1025	23
"20901"	2000-05-20 20:00:00	4.44	220	261	60	5	36	6.3025	3.05	22
"20902"	2000-05-20 21:00:00	3.12	210	325	64	4	37	7.23	3.26	26
"20903"	2000-05-20 22:00:00	3.12	210	312	53	5	33	7.1325	4.225	26
"20904"	2000-05-20 23:00:00	3.12	170	295	58	5	24	6.355	3.3675	17
"20905"	2000-05-21 00:00:00	2.52	180	293	52	4	26	6.5	3.4425	18
"20906"	2000-05-21 01:00:00	3	170	281	56	3	26	6.103333	3.236667	20
"20907"	2000-05-21 02:00:00	2.64	160	238	55	4	23	5.45	2.676667	16
"20908"	2000-05-21 03:00:00	2.64	190	214	52	4	22	4.895	2.27	17
"20909"	2000-05-21 04:00:00	2.16	220	108	36	8	16	2.8725	1.2275	13
"20910"	2000-05-21 05:00:00	2.28	210	79	31	10	12	2.165	0.965	9
"20911"	2000-05-21 06:00:00	3.48	230	110	42	10	13	2.8	1.1975	9
"20912"	2000-05-21 07:00:00	3.48	260	116	42	7	19	3.87	1.33	15
"20913"	2000-05-21 08:00:00	3.24	280	99	31	10	19	3.9925	1.3025	16
"20914"	2000-05-21 09:00:00	2.64	290	153	48	7	22	4.3325	1.8275	15
"20915"	2000-05-21 10:00:00	4.2	320	71	35	16	11	2.3375	1.305	9
"20916"	2000-05-21 11:00:00	4.8	310	52	25	21	12	2.36	1.0175	10
"20917"	2000-05-21 12:00:00	4.8	330	57	27	20	14	2.605	1.095	12
"20918"	2000-05-21 13:00:00	5.28	320	54	24	22	24	2.725	1.0425	15
"20919"	2000-05-21 14:00:00	3.84	280	49	26	21	24	2.24	1.0175	9
"20920"	2000-05-21 15:00:00	3.48	260	52	26	21	20	2.8	1.095	13
"20921"	2000-05-21 16:00:00	3.24	330	51	25	24	15	3.0425	1.38	11
"20922"	2000-05-21 17:00:00	3	330	45	26	21	14	2.6025	1.3075	11
"20923"	2000-05-21 18:00:00	4.56	280	82	38	9	18	3.2375	1.955	14
"20924"	2000-05-21 19:00:00	3.24	270	59	27	9	18	2.9225	1.3325	15
"20925"	2000-05-21 20:00:00	2.16	280	59	29	13	16	5.3075	1.33	13
"20926"	2000-05-21 21:00:00	1.92	280	69	29	9	16	5.3075	1.3575	13
"20927"	2000-05-21 22:00:00	2.4	320	98	35	4	20	6.0125	1.7225	15
"20928"	2000-05-21 23:00:00	4.08	270	77	33	7	21	5.135	1.4875	15
"20929"	2000-05-22 00:00:00	4.56	260	85	33	5	24	5.77	1.225	14
"20930"	2000-05-22 01:00:00	3.96	270	75	31	5	19	3.926667	1.006667	13
"20931"	2000-05-22 02:00:00	3.48	270	66	25	10	14	2.37	0.2066667	9
"20932"	2000-05-22 03:00:00	3.24	240	81	33	7	14	2.5575	0.31	9
"20933"	2000-05-22 04:00:00	3.48	240	140	40	6	16	3.625	0.625	11
"20934"	2000-05-22 05:00:00	4.32	240	233	52	4	37	6.4975	1.225	24
"20935"	2000-05-22 06:00:00	3.96	250	472	78	2	62	12.685	3.0775	33
"20936"	2000-05-22 07:00:00	3.96	250	482	92	3	73	12.78	3.6775	50
"20937"	2000-05-22 08:00:00	3.96	230	517	109	5	78	14.7525	4.2475	54
"20938"	2000-05-22 09:00:00	3.6	270	356	78	6	59	11.8075	3.52	34
"20939"	2000-05-22 10:00:00	3.84	250	420	74	6	58	21.64	3.705	39
"20940"	2000-05-22 11:00:00	5.52	260	347	92	9	NA	8.5675	3.1825	33
"20941"	2000-05-22 12:00:00	5.64	240	390	68	7	31	9.1775	3.2575	34
"20942"	2000-05-22 13:00:00	6.36	230	473	102	6	52	10.515	4.0175	46
"20943"	2000-05-22 14:00:00	7.44	240	448	104	6	51	10.7375	4.3525	41
"20944"	2000-05-22 15:00:00	7.2	210	421	102	7	46	9.64	4.225	37
"20945"	2000-05-22 16:00:00	6.72	200	416	101	6	47	9.6125	5.1925	36
"20946"	2000-05-22 17:00:00	7.2	190	423	80	6	46	9.835	6.13	34
"20947"	2000-05-22 18:00:00	6.48	200	375	77	5	46	8.9825	5.06	31
"20948"	2000-05-22 19:00:00	5.4	200	294	67	5	42	7.035	4.095	29
"20949"	2000-05-22 20:00:00	5.88	200	295	58	4	43	7.11	3.86	32
"20950"	2000-05-22 21:00:00	6.6	200	248	54	5	36	5.9375	3.2075	23
"20951"	2000-05-22 22:00:00	5.64	200	202	51	7	28	4.795	2.845	20
"20952"	2000-05-22 23:00:00	5.16	210	168	43	9	24	4.1625	2.2425	18
"20953"	2000-05-23 00:00:00	5.16	200	106	35	16	18	2.58	1.7475	13
"20954"	2000-05-23 01:00:00	5.28	190	77	21	23	16	1.916667	1.356667	11
"20955"	2000-05-23 02:00:00	5.52	190	69	27	25	14	1.523333	1.36	10
"20956"	2000-05-23 03:00:00	5.52	200	74	27	24	15	1.73	1.2	10
"20957"	2000-05-23 04:00:00	5.16	200	120	38	17	25	2.85	1.5375	15
"20958"	2000-05-23 05:00:00	5.76	200	197	56	9	31	4.3575	1.93	22
"20959"	2000-05-23 06:00:00	6.48	190	299	53	6	45	6.7175	3.05	29
"20960"	2000-05-23 07:00:00	6.12	190	444	95	5	55	9.445	4.33	38
"20961"	2000-05-23 08:00:00	7.08	180	328	61	5	54	7.52	3.4975	39
"20962"	2000-05-23 09:00:00	8.4	200	251	74	7	46	5.6	2.505	28
"20963"	2000-05-23 10:00:00	8.639999	200	427	92	6	55	8.4475	3.415	36
"20964"	2000-05-23 11:00:00	8.639999	200	388	101	6	49	8.0325	3.2875	NA
"20965"	2000-05-23 12:00:00	9	200	402	83	5	43	8.0575	3.9375	NA
"20966"	2000-05-23 13:00:00	9.24	200	396	72	3	45	8.155	4.07	30
"20967"	2000-05-23 14:00:00	9.360001	200	416	64	2	45	8.765	3.86	32
"20968"	2000-05-23 15:00:00	9.24	200	420	78	1	47	8.5675	4.25	32
"20969"	2000-05-23 16:00:00	8.76	200	389	70	2	42	7.9825	4.175	30
"20970"	2000-05-23 17:00:00	8.88	210	386	71	1	38	8.3	5.32	27
"20971"	2000-05-23 18:00:00	8.76	210	369	80	2	32	8.1775	5.035	23
"20972"	2000-05-23 19:00:00	7.56	210	336	53	2	35	8.0825	5.215	24
"20973"	2000-05-23 20:00:00	7.2	210	269	38	1	34	6.89	3.6	23
"20974"	2000-05-23 21:00:00	6.24	210	264	42	1	31	6.6725	3.5475	21
"20975"	2000-05-23 22:00:00	4.56	210	269	50	0	33	6.23	3.1575	22
"20976"	2000-05-23 23:00:00	4.8	220	224	46	2	31	5.4275	2.53	22
"20977"	2000-05-24 00:00:00	4.8	250	137	35	4	20	3.65	1.5625	13
"20978"	2000-05-24 01:00:00	3.96	260	99	34	4	17	3.116667	1.253333	9
"20979"	2000-05-24 02:00:00	2.88	250	117	36	2	20	4.74	1.18	12
"20980"	2000-05-24 03:00:00	2.16	250	125	40	3	25	5.525	1.2275	13
"20981"	2000-05-24 04:00:00	2.28	280	116	32	4	28	5.625	1.2	16
"20982"	2000-05-24 05:00:00	2.64	260	168	37	4	32	5.8675	1.3275	NA
"20983"	2000-05-24 06:00:00	2.76	250	503	62	4	70	12.585	3.5725	45
"20984"	2000-05-24 07:00:00	1.92	240	562	97	4	78	13.73	4.8525	55
"20985"	2000-05-24 08:00:00	1.92	190	554	92	4	82	13.3625	4.5125	58
"20986"	2000-05-24 09:00:00	2.88	180	339	60	5	63	9.5675	2.48	50
"20987"	2000-05-24 10:00:00	3.24	180	422	93	6	59	10.735	2.8975	87
"20988"	2000-05-24 11:00:00	3.84	180	525	90	7	64	12.61	3.4425	49
"20989"	2000-05-24 12:00:00	4.08	200	604	111	6	67	13.9725	3.8075	45
"20990"	2000-05-24 13:00:00	5.52	170	NA	NA	5	NA	11.39	3.273333	28
"20991"	2000-05-24 14:00:00	5.64	180	NA	NA	NA	NA	NA	NA	42
"20992"	2000-05-24 15:00:00	5.4	200	541	94	3	63	12.0275	4.67	41
"20993"	2000-05-24 16:00:00	4.32	190	564	136	2	56	10.615	5.4525	36
"20994"	2000-05-24 17:00:00	4.08	190	475	102	2	47	9.59	5.6875	33
"20995"	2000-05-24 18:00:00	3	190	399	67	3	42	8.0325	5.6575	31
"20996"	2000-05-24 19:00:00	2.52	150	271	57	4	30	5.695	3.9625	14
"20997"	2000-05-24 20:00:00	1.92	80	121	47	7	17	2.3125	1.565	9
"20998"	2000-05-24 21:00:00	2.4	90	86	47	4	14	3.6525	1.2775	5
"20999"	2000-05-24 22:00:00	2.28	40	83	45	5	15	3.8225	1.1475	6
"21000"	2000-05-24 23:00:00	2.4	340	85	43	7	17	3.6025	0.9375	11
"21001"	2000-05-25 00:00:00	3.12	320	62	35	12	13	1.9975	0.4725	6
"21002"	2000-05-25 01:00:00	2.28	340	36	23	21	8	0.8466667	0.3833333	5
"21003"	2000-05-25 02:00:00	2.76	310	42	22	20	12	0.81	0.3833333	7
"21004"	2000-05-25 03:00:00	3.6	270	78	29	8	18	1.8775	0.655	15
"21005"	2000-05-25 04:00:00	4.68	270	122	34	4	24	2.9725	0.5225	17
"21006"	2000-05-25 05:00:00	5.88	260	185	45	4	29	4.1125	1.1475	NA
"21007"	2000-05-25 06:00:00	5.88	260	265	66	4	36	6.695	2.0875	26
"21008"	2000-05-25 07:00:00	6.72	260	299	80	6	41	11.27	2.11	27
"21009"	2000-05-25 08:00:00	8.04	260	463	77	6	64	17.6975	2.895	35
"21010"	2000-05-25 09:00:00	7.68	250	496	109	5	64	11.345	2.945	43
"21011"	2000-05-25 10:00:00	9	240	419	75	6	57	9.2975	3.0775	NA
"21012"	2000-05-25 11:00:00	11.04	230	487	66	6	58	10.32	3.26	40
"21013"	2000-05-25 12:00:00	8.16	250	365	57	9	64	9.98	2.685	37
"21014"	2000-05-25 13:00:00	9.48	240	437	102	7	56	9.4225	3.755	36
"21015"	2000-05-25 14:00:00	11.76	270	343	85	11	51	7.96	2.53	29
"21016"	2000-05-25 15:00:00	10.8	250	375	102	10	54	7.375	2.6075	27
"21017"	2000-05-25 16:00:00	10.92	250	438	128	8	52	8.7875	4.1475	31
"21018"	2000-05-25 17:00:00	11.28	250	357	77	7	38	8.305	4.3525	28
"21019"	2000-05-25 18:00:00	8.639999	250	358	84	6	38	7.5925	4.2275	21
"21020"	2000-05-25 19:00:00	6.72	250	452	80	5	40	9.9075	4.93	20
"21021"	2000-05-25 20:00:00	5.88	240	419	69	4	46	9.5425	4.7975	31
"21022"	2000-05-25 21:00:00	6.24	220	307	70	4	44	6.2575	3.285	34
"21023"	2000-05-25 22:00:00	5.28	220	300	73	4	43	6.135	3.5725	29
"21024"	2000-05-25 23:00:00	5.16	210	263	42	5	40	5.5975	2.8675	26
"21025"	2000-05-26 00:00:00	4.68	190	180	40	7	32	3.7475	1.7975	19
"21026"	2000-05-26 01:00:00	4.56	200	135	41	10	25	2.723333	1.493333	15
"21027"	2000-05-26 02:00:00	4.68	200	118	37	12	25	2.693333	1.183333	16
"21028"	2000-05-26 03:00:00	5.28	190	121	39	12	30	3.4825	1.15	18
"21029"	2000-05-26 04:00:00	4.08	190	164	42	8	32	3.555	0.99	20
"21030"	2000-05-26 05:00:00	3.48	190	249	56	5	42	5.185	1.4325	NA
"21031"	2000-05-26 06:00:00	4.32	180	498	86	5	66	10.225	3.755	40
"21032"	2000-05-26 07:00:00	5.28	170	628	130	5	76	13.34	4.7725	55
"21033"	2000-05-26 08:00:00	5.76	170	282	NA	5	72	10.5875	3.5475	45
"21034"	2000-05-26 09:00:00	4.8	180	416	69	5	62	8.8375	2.9725	37
"21035"	2000-05-26 10:00:00	4.8	150	325	73	7	52	7.06	2.6075	41
"21036"	2000-05-26 11:00:00	4.44	150	326	71	7	46	6.67	2.295	26
"21037"	2000-05-26 12:00:00	3.72	140	304	73	8	43	6.475	2.295	26
"21038"	2000-05-26 13:00:00	3.96	110	214	81	9	29	4.65	1.93	18
"21039"	2000-05-26 14:00:00	3	100	398	100	3	57	8.35	3.235	28
"21040"	2000-05-26 15:00:00	2.88	50	209	55	2	36	5.72	1.9825	28
"21041"	2000-05-26 16:00:00	3.48	40	96	39	3	16	3.31	1.095	11
"21042"	2000-05-26 17:00:00	3.72	50	121	50	4	18	4.405	1.6175	18
"21043"	2000-05-26 18:00:00	2.88	30	237	77	2	30	5.5475	3.26	22
"21044"	2000-05-26 19:00:00	2.28	20	204	61	2	27	5.695	2.9725	23
"21045"	2000-05-26 20:00:00	3.48	330	136	55	0	20	4.9425	1.565	17
"21046"	2000-05-26 21:00:00	8.28	280	216	53	3	29	5.8925	2.8975	24
"21047"	2000-05-26 22:00:00	9.48	270	180	53	5	17	4.505	2.1625	11
"21048"	2000-05-26 23:00:00	8.76	250	237	55	4	23	5.5025	2.58	NA
"21049"	2000-05-27 00:00:00	10.92	240	176	44	8	16	4.405	1.855	14
"21050"	2000-05-27 01:00:00	10.44	250	115	40	13	9	2.856667	1.146667	7
"21051"	2000-05-27 02:00:00	7.8	250	121	42	14	11	2.823333	0.97	8
"21052"	2000-05-27 03:00:00	6.72	230	133	46	12	16	2.995	1.145	12
"21053"	2000-05-27 04:00:00	7.92	210	106	31	14	16	2.5775	0.835	12
"21054"	2000-05-27 05:00:00	8.16	220	166	39	9	39	3.9925	1.355	NA
"21055"	2000-05-27 06:00:00	9.72	230	241	62	7	44	5.94	1.745	22
"21056"	2000-05-27 07:00:00	10.08	230	278	68	8	38	6.5	1.75	25
"21057"	2000-05-27 08:00:00	10.08	230	452	80	6	57	9.9075	3.86	38
"21058"	2000-05-27 09:00:00	9.360001	230	420	73	7	44	9.47	3.81	23
"21059"	2000-05-27 10:00:00	9.6	230	386	105	7	44	8.665	3.915	NA
"21060"	2000-05-27 11:00:00	9.12	230	429	78	6	44	9.25	4.5375	30
"21061"	2000-05-27 12:00:00	11.4	210	346	35	9	38	8.3275	3.805	26
"21062"	2000-05-27 13:00:00	10.2	230	298	62	8	42	6.8625	3.5475	23
"21063"	2000-05-27 14:00:00	10.44	220	176	51	12	29	4.625	1.5625	19
"21064"	2000-05-27 15:00:00	10.44	220	199	58	11	29	4.38	1.7225	13
"21065"	2000-05-27 16:00:00	9.72	210	177	50	12	29	4.3575	1.645	23
"21066"	2000-05-27 17:00:00	8.76	210	199	45	10	30	4.8925	1.985	17
"21067"	2000-05-27 18:00:00	7.32	220	230	54	7	39	5.2825	2.5325	23
"21068"	2000-05-27 19:00:00	5.52	200	268	64	6	34	5.94	3	20
"21069"	2000-05-27 20:00:00	5.52	190	224	59	4	33	5.2325	2.555	20
"21070"	2000-05-27 21:00:00	4.44	160	234	59	3	32	4.8425	2.4775	18
"21071"	2000-05-27 22:00:00	3.84	130	126	42	7	17	3.14	1.0175	11
"21072"	2000-05-27 23:00:00	4.08	110	147	46	10	16	3.3075	1.1475	10
"21073"	2000-05-28 00:00:00	4.32	120	114	45	13	10	2.115	0.8325	6
"21074"	2000-05-28 01:00:00	3.84	110	160	43	11	11	3.113333	1.46	5
"21075"	2000-05-28 02:00:00	1.44	120	244	54	7	15	5.32	2.33	7
"21076"	2000-05-28 03:00:00	3	320	70	34	12	5	1.46	0.3375	5
"21077"	2000-05-28 04:00:00	3	310	27	17	28	2	0.6075	0.155	2
"21078"	2000-05-28 05:00:00	4.56	290	36	20	27	4	0.83	0.155	NA
"21079"	2000-05-28 06:00:00	7.56	290	55	28	21	9	1.1725	0.365	9
"21080"	2000-05-28 07:00:00	6.84	290	50	25	26	9	1.12	0.1825	8
"21081"	2000-05-28 08:00:00	6	290	55	27	24	10	1.0475	0.365	8
"21082"	2000-05-28 09:00:00	6.36	290	72	32	21	15	1.68	0.365	11
"21083"	2000-05-28 10:00:00	7.92	290	77	30	18	16	2.5575	0.5225	13
"21084"	2000-05-28 11:00:00	9.6	260	112	32	15	22	2.6075	0.9925	11
"21085"	2000-05-28 12:00:00	9.72	260	160	42	13	20	4.235	2.3725	19
"21086"	2000-05-28 13:00:00	6.48	290	84	38	17	37	2.0675	0.86	11
"21087"	2000-05-28 14:00:00	10.68	270	306	73	8	35	6.7175	4.095	22
"21088"	2000-05-28 15:00:00	10.32	250	182	52	12	44	4.2375	2.4775	16
"21089"	2000-05-28 16:00:00	7.44	250	176	53	10	26	4.1875	1.72	19
"21090"	2000-05-28 17:00:00	6	290	138	44	12	23	3.4575	1.67	17
"21091"	2000-05-28 18:00:00	5.88	280	109	41	15	14	2.34	1.015	9
"21092"	2000-05-28 19:00:00	6.6	230	245	60	4	29	5.4525	2.9475	19
"21093"	2000-05-28 20:00:00	6.36	220	269	60	4	31	5.795	2.8425	23
"21094"	2000-05-28 21:00:00	6.24	250	236	57	5	24	4.2825	2.6075	17
"21095"	2000-05-28 22:00:00	5.28	230	267	59	4	26	5.16	3.0775	19
"21096"	2000-05-28 23:00:00	6.12	250	243	62	6	22	4.5025	2.6575	16
"21097"	2000-05-29 00:00:00	5.28	230	188	44	5	18	3.2875	1.8525	12
"21098"	2000-05-29 01:00:00	4.08	220	139	39	6	16	2.27	1.113333	12
